	verb	transitive	Table-base	unvocalized	unmarked	normalized	stamp	length	salim	weak
11390	تَفَلَّقَ	ل	126	تفلق	تفلّق	تفلق	تفلق	5	مضعف	صحيح
11391	اِنْفَلَقَ	ل	119	انفلق	انفلق	انفلق	نفلق	5	سالم	صحيح
11392	اِفْتَلَقَ	ل	114	افتلق	افتلق	افتلق	فتلق	5	سالم	صحيح
11393	فَلَكَ	ل	1	فلك	فلك	فلك	فلك	3	سالم	صحيح
11394	فَلِكَ	ل	4	فلك	فلك	فلك	فلك	3	سالم	صحيح
11395	فَلَّكَ	ل/م	112	فلك	فلّك	فلك	فلك	4	مضعف	صحيح
11396	أَفْلَكَ	ل	102	أفلك	أفلك	ءفلك	فلك	4	مهموز	صحيح
11397	تَفَلَّكَ	ل	126	تفلك	تفلّك	تفلك	تفلك	5	مضعف	صحيح
11398	اِسْتَفْلَكَ	ل	129	استفلك	استفلك	استفلك	ستفلك	6	سالم	صحيح
11399	فَلَّ	ل	9	فل	فلّ	فل	فل	3	مضعف	صحيح
11400	فَلَّ	م	8	فل	فلّ	فل	فل	3	مضعف	صحيح
11401	فَلَّ	ل	10	فل	فلّ	فل	فل	3	مضعف	صحيح
11402	فَلَّلَ	م	112	فلل	فلّل	فلل	فل	4	مضعف	صحيح
11403	أَفَلَّ	ل	103	أفل	أفلّ	ءفل	فل	4	مضعف مهموز	صحيح
11404	تَفَلَّلَ	ل	126	تفلل	تفلّل	تفلل	تفل	5	مضعف	صحيح
11405	اِنْفَلَّ	ل	120	انفل	انفلّ	انفل	نفل	5	مضعف	صحيح
11406	اِفْتَلَّ	ل	115	افتل	افتلّ	افتل	فتل	5	مضعف	صحيح
11407	اِسْتَفَلَّ	م	130	استفل	استفلّ	استفل	ستفل	6	مضعف	صحيح
11408	اِفْتَلَمَ	م	114	افتلم	افتلم	افتلم	فتلم	5	سالم	صحيح
11409	فَلا	م	17	فلا	فلا	فلا	فل	3		ناقص واوي
11410	فَلَى	م	21	فلى	فلى	فلى	فل	3		ناقص يائي
11411	فَلِيَ	ل	23	فلي	فلي	فلي	فل	3	سالم	صحيح
11412	فَلَّى	م	113	فلى	فلّى	فلى	فل	4	مضعف	ناقص
11413	أَفْلَى	ل/م	104	أفلى	أفلى	ءفلى	فل	4	مهموز	ناقص
11414	تَفَلَّى	ل	127	تفلى	تفلّى	تفلى	تفل	5	مضعف	ناقص
11415	تَفالَى	ل	125	تفالى	تفالى	تفالى	تفل	5		ناقص
11416	اِفْتَلَى	م	116	افتلى	افتلى	افتلى	فتل	5		ناقص
11417	اِسْتَفْلَى	ل	131	استفلى	استفلى	استفلى	ستفل	6		ناقص
11418	فَنَخَ	م	3	فنخ	فنخ	فنخ	فنخ	3	سالم	صحيح
11419	فَنَّخَ	م	112	فنخ	فنّخ	فنخ	فنخ	4	مضعف	صحيح
11420	فَنِدَ	ل	4	فند	فند	فند	فند	3	سالم	صحيح
11421	فَنَّدَ	ل/م	112	فند	فنّد	فند	فند	4	مضعف	صحيح
11422	أَفْنَدَ	ل/م	102	أفند	أفند	ءفند	فند	4	مهموز	صحيح
11423	تَفَنَّدَ	ل	126	تفند	تفنّد	تفند	تفند	5	مضعف	صحيح
11424	اِفْتَنَدَ	ل	114	افتند	افتند	افتند	فتند	5	سالم	صحيح
11425	فَنَسَ	ل	2	فنس	فنس	فنس	فنس	3	سالم	صحيح
11426	فَنَّشَ	ل	112	فنش	فنّش	فنش	فنش	4	مضعف	صحيح
11427	فَنِعَ	ل	4	فنع	فنع	فنع	فنع	3	سالم	صحيح
11428	فَنَقَ	ل	2	فنق	فنق	فنق	فنق	3	سالم	صحيح
11429	فَنَّقَ	م	112	فنق	فنّق	فنق	فنق	4	مضعف	صحيح
11430	أَفْنَقَ	ل	102	أفنق	أفنق	ءفنق	فنق	4	مهموز	صحيح
11431	تَفَنَّقَ	ل	126	تفنق	تفنّق	تفنق	تفنق	5	مضعف	صحيح
11432	فَنَكَ	ل	1	فنك	فنك	فنك	فنك	3	سالم	صحيح
11433	فَنَّكَ	ل	112	فنك	فنّك	فنك	فنك	4	مضعف	صحيح
11434	أَفْنَكَ	ل	102	أفنك	أفنك	ءفنك	فنك	4	مهموز	صحيح
11435	فَنَّ	ل/م	8	فن	فنّ	فن	فن	3	مضعف	صحيح
11436	فَنَّ	ل	9	فن	فنّ	فن	فن	3	مضعف	صحيح
11437	فَنَّ	ل	10	فن	فنّ	فن	فن	3	مضعف	صحيح
11438	فَنَّنَ	ل/م	112	فنن	فنّن	فنن	فن	4	مضعف	صحيح
11439	أَفَنَّ	ل	103	أفن	أفنّ	ءفن	فن	4	مضعف مهموز	صحيح
11440	تَفَنَّنَ	ل	126	تفنن	تفنّن	تفنن	تفن	5	مضعف	صحيح
11441	اِفْتَنَّ	ل	115	افتن	افتنّ	افتن	فتن	5	مضعف	صحيح
11442	اِسْتَفَنَّ	م	130	استفن	استفنّ	استفن	ستفن	6	مضعف	صحيح
11443	فَنِيَ	ل	23	فني	فني	فني	فن	3	سالم	صحيح
11444	فانَى	م	111	فانى	فانى	فانى	فن	4		ناقص
11445	أَفْنَى	م	104	أفنى	أفنى	ءفنى	فن	4	مهموز	ناقص
11446	تَفانَى	ل	125	تفانى	تفانى	تفانى	تفن	5		ناقص
11447	فَهَدَ	ل	3	فهد	فهد	فهد	فهد	3	سالم	صحيح
11448	فَهِدَ	ل	4	فهد	فهد	فهد	فهد	3	سالم	صحيح
11449	فَهَّرَ	ل	112	فهر	فهّر	فهر	فهر	4	مضعف	صحيح
11450	أَفْهَرَ	ل	102	أفهر	أفهر	ءفهر	فهر	4	مهموز	صحيح
11451	تَفَهَّرَ	ل	126	تفهر	تفهّر	تفهر	تفهر	5	مضعف	صحيح
11452	فَهِقَ	ل	4	فهق	فهق	فهق	فهق	3	سالم	صحيح
11453	أَفْهَقَ	م	102	أفهق	أفهق	ءفهق	فهق	4	مهموز	صحيح
11454	تَفَهَّقَ	ل	126	تفهق	تفهّق	تفهق	تفهق	5	مضعف	صحيح
11455	فَهِمَ	م/ل	4	فهم	فهم	فهم	فهم	3	سالم	صحيح
11456	فَهَّمَ	م	112	فهم	فهّم	فهم	فهم	4	مضعف	صحيح
11457	أَفْهَمَ	م	102	أفهم	أفهم	ءفهم	فهم	4	مهموز	صحيح
11458	تَفَهَّمَ	م	126	تفهم	تفهّم	تفهم	تفهم	5	مضعف	صحيح
11459	تَفاهَمَ	ل	123	تفاهم	تفاهم	تفاهم	تفهم	5	سالم	صحيح
11460	اِسْتَفْهَمَ	م/ل	129	استفهم	استفهم	استفهم	ستفهم	6	سالم	صحيح
11461	فَهَّ	ل/م	10	فه	فهّ	فه	فه	3	مضعف	صحيح
11462	فَهَّهَ	م	112	فهه	فهّه	فهه	فه	4	مضعف	صحيح
11463	أَفَهَّ	م	103	أفه	أفهّ	ءفه	فه	4	مضعف مهموز	صحيح
11464	فَها	ل	17	فها	فها	فها	فه	3		ناقص واوي
11465	أَفْهَى	ل	104	أفهى	أفهى	ءفهى	فه	4	مهموز	ناقص
11466	فاتَ	ل/م	34	فات	فات	فات	فت	3		أجوف واوي
11467	فَوَّتَ	م1	12	فوت	فوّت	فوت	فت	4	مضعف	صحيح
11468	أَفاتَ	م	105	أفات	أفات	ءفات	فت	4	مهموز	أجوف
11469	تَفَوَّتَ	ل	126	تفوت	تفوّت	تفوت	تفت	5	مضعف	صحيح
11470	تَفاوَتَ	ل	123	تفاوت	تفاوت	تفاوت	تفت	5	سالم	صحيح
11471	اِفْتاتَ	ل/م	117	افتات	افتات	افتات	فتت	5		أجوف
11472	أَفاجَ	ل/م	105	أفاج	أفاج	ءفاج	فج	4	مهموز	أجوف
11473	فاحَ	ل	34	فاح	فاح	فاح	فح	3		أجوف واوي
11474	أَفاحَ	م	105	أفاح	أفاح	ءفاح	فح	4	مهموز	أجوف
11475	تَفاوَحَ	ل	123	تفاوح	تفاوح	تفاوح	تفح	5	سالم	صحيح
11476	فاخَ	ل	34	فاخ	فاخ	فاخ	فخ	3		أجوف واوي
11477	فادَ	ل	34	فاد	فاد	فاد	فد	3		أجوف واوي
11478	أَفادَ	م	105	أفاد	أفاد	ءفاد	فد	4	مهموز	أجوف
11479	تَفَوَّدَ	ل	126	تفود	تفوّد	تفود	تفد	5	مضعف	صحيح
11480	اِسْتَفادَ	م	132	استفاد	استفاد	استفاد	ستفد	6		أجوف
11481	فارَ	ل	34	فار	فار	فار	فر	3		أجوف واوي
11482	فَوَّرَ	م	112	فور	فوّر	فور	فر	4	مضعف	صحيح
11483	أَفارَ	م	105	أفار	أفار	ءفار	فر	4	مهموز	أجوف
11484	فازَ	ل	34	فاز	فاز	فاز	فز	3		أجوف واوي
11485	فَوَّزَ	ل	112	فوز	فوّز	فوز	فز	4	مضعف	صحيح
11486	أَفازَ	م	105	أفاز	أفاز	ءفاز	فز	4	مهموز	أجوف
11487	تَفَوَّزَ	ل	126	تفوز	تفوّز	تفوز	تفز	5	مضعف	صحيح
11488	فَوَّضَ	م	112	فوض	فوّض	فوض	فض	4	مضعف	صحيح
11489	فاوَضَ	م	109	فاوض	فاوض	فاوض	فض	4	سالم	صحيح
11490	تَفاوَضَ	ل	123	تفاوض	تفاوض	تفاوض	تفض	5	سالم	صحيح
11491	فَوَّطَ	م	112	فوط	فوّط	فوط	فط	4	مضعف	صحيح
11492	فاظَ	ل	34	فاظ	فاظ	فاظ	فظ	3		أجوف واوي
11493	فاعَ	ل	34	فاع	فاع	فاع	فع	3		أجوف واوي
11494	فافَ	ل	34	فاف	فاف	فاف	فف	3		أجوف واوي
11495	فاقَ	ل/م	34	فاق	فاق	فاق	فق	3		أجوف واوي
11496	فَوِقَ	ل	35	فوق	فوق	فوق	فق	3	
11497	فَوَّقَ	م	112	فوق	فوّق	فوق	فق	4	مضعف	صحيح
11498	أَفاقَ	ل/م	105	أفاق	أفاق	ءفاق	فق	4	مهموز	أجوف
11499	تَفَوَّقَ	ل/م	126	تفوق	تفوّق	تفوق	تفق	5	مضعف	صحيح
11500	اِنْفاقَ	ل	122	انفاق	انفاق	انفاق	نفق	5		أجوف
11501	اِفْتاقَ	ل	117	افتاق	افتاق	افتاق	فتق	5		أجوف
11502	اِسْتَفاقَ	ل/م	132	استفاق	استفاق	استفاق	ستفق	6		أجوف
11503	فاهَ	ل	34	فاه	فاه	فاه	فه	3		أجوف واوي
11504	فَوِهَ	ل	35	فوه	فوه	فوه	فه	3	
11505	فَوَّهَ	م	112	فوه	فوّه	فوه	فه	4	مضعف	صحيح
11506	تَفَوَّهَ	ل/م	126	تفوه	تفوّه	تفوه	تفه	5	مضعف	صحيح
11507	تَفاوَهَ	ل	123	تفاوه	تفاوه	تفاوه	تفه	5	سالم	صحيح
11508	فاءَ	ل	49	فاء	فاء	فاء	ف	3	مهموز	أجوف واوي
11509	فَيَّأَ	ل/م	112	فيأ	فيّأ	فيء	ف	4	مضعف مهموز	صحيح
11510	أَفاءَ	ل/م	105	أفاء	أفاء	ءفاء	ف	4	مهموز	أجوف
11511	تَفَيَّأَ	ل/م	126	تفيأ	تفيّأ	تفيء	تف	5	مضعف مهموز	صحيح
11512	اِسْتَفاءَ	ل/م	132	استفاء	استفاء	استفاء	ستف	6	مهموز	أجوف
11513	فاجَ	ل	45	فاج	فاج	فاج	فج	3		أجوف واوي
11514	فاحَ	ل	45	فاح	فاح	فاح	فح	3		أجوف واوي
11515	فاحَ	ل	47	فاح	فاح	فاح	فح	3		أجوف واوي
11516	فَيَّحَ	م	112	فيح	فيّح	فيح	فح	4	مضعف	صحيح
11517	أَفاحَ	م/ل	105	أفاح	أفاح	ءفاح	فح	4	مهموز	أجوف
11518	فادَ	ل/م	45	فاد	فاد	فاد	فد	3		أجوف واوي
11519	أَفادَ	م	105	أفاد	أفاد	ءفاد	فد	4	مهموز	أجوف
11520	تَفَيَّدَ	ل	126	تفيد	تفيّد	تفيد	تفد	5	مضعف	صحيح
11521	تَفايَدَ	ل	123	تفايد	تفايد	تفايد	تفد	5	سالم	صحيح
11522	اِسْتَفادَ	م	132	استفاد	استفاد	استفاد	ستفد	6		أجوف
11523	فاشَ	ل	45	فاش	فاش	فاش	فش	3		أجوف واوي
11524	فَيَّشَ	ل	112	فيش	فيّش	فيش	فش	4	مضعف	صحيح
11525	فايَشَ	ل/م	109	فايش	فايش	فايش	فش	4	سالم	صحيح
11526	تَفَيَّشَ	ل/م	126	تفيش	تفيّش	تفيش	تفش	5	مضعف	صحيح
11527	تَفايَشَ	ل	123	تفايش	تفايش	تفايش	تفش	5	سالم	صحيح
11528	فاصَ	ل	45	فاص	فاص	فاص	فص	3		أجوف واوي
11529	أَفاصَ	ل	105	أفاص	أفاص	ءفاص	فص	4	مهموز	أجوف
11530	فاضَ	ل	45	فاض	فاض	فاض	فض	3		أجوف واوي
11531	أَفاضَ	ل/م	105	أفاض	أفاض	ءفاض	فض	4	مهموز	أجوف
11532	اِسْتَفاضَ	ل	132	استفاض	استفاض	استفاض	ستفض	6		أجوف
11533	فاظَ	ل	45	فاظ	فاظ	فاظ	فظ	3		أجوف واوي
11534	أَفاظَ	م	105	أفاظ	أفاظ	ءفاظ	فظ	4	مهموز	أجوف
11535	فاقَ	ل	45	فاق	فاق	فاق	فق	3		أجوف واوي
11536	أَفْيَقَ	ل	102	أفيق	أفيق	ءفيق	فق	4	مهموز	صحيح
11537	فالَ	ل	45	فال	فال	فال	فل	3		أجوف واوي
11538	فَيَّلَ	م	112	فيل	فيّل	فيل	فل	4	مضعف	صحيح
11539	فايَلَ	م	109	فايل	فايل	فايل	فل	4	سالم	صحيح
11540	تَفَيَّلَ	ل	126	تفيل	تفيّل	تفيل	تفل	5	مضعف	صحيح
11541	اِسْتَفْيَلَ	ل	129	استفيل	استفيل	استفيل	ستفل	6	سالم	صحيح
11542	فانَ	ل	45	فان	فان	فان	فن	3		أجوف واوي
11543	قَأَبَ	م	26	قأب	قأب	قءب	قب	3	مهموز	صحيح
11544	قَئِبَ	ل	27	قئب	قئب	قءب	قب	3	مهموز	صحيح
11545	قَبَّ	ل	9	قب	قبّ	قب	قب	3	مضعف	صحيح
11546	قَبَّ	م	8	قب	قبّ	قب	قب	3	مضعف	صحيح
11547	قَبَّ	ل	10	قب	قبّ	قب	قب	3	مضعف	صحيح
11548	قَبِبَ	ل	4	قبب	قبب	قبب	قب	3	سالم	صحيح
11549	قَبَّبَ	ل/م	112	قبب	قبّب	قبب	قب	4	مضعف	صحيح
11550	أَقَبَّ	م	103	أقب	أقبّ	ءقب	قب	4	مضعف مهموز	صحيح
11551	تَقَبَّبَ	م	126	تقبب	تقبّب	تقبب	تقب	5	مضعف	صحيح
11552	قَبَحَ	م	3	قبح	قبح	قبح	قبح	3	سالم	صحيح
11553	قَبُحَ	ل	7	قبح	قبح	قبح	قبح	3	سالم	صحيح
11554	قَبَّحَ	م	112	قبح	قبّح	قبح	قبح	4	مضعف	صحيح
11555	قابَحَ	م	109	قابح	قابح	قابح	قبح	4	سالم	صحيح
11556	أَقْبَحَ	ل	102	أقبح	أقبح	ءقبح	قبح	4	مهموز	صحيح
11557	اِسْتَقْبَحَ	م	129	استقبح	استقبح	استقبح	ستقبح	6	سالم	صحيح
11558	قَبَرَ	م	1	قبر	قبر	قبر	قبر	3	سالم	صحيح
11559	أَقْبَرَ	م	102	أقبر	أقبر	ءقبر	قبر	4	مهموز	صحيح
11560	قَبَسَ	م	2	قبس	قبس	قبس	قبس	3	سالم	صحيح
11561	أَقْبَسَ	م	102	أقبس	أقبس	ءقبس	قبس	4	مهموز	صحيح
11562	اِقْتَبَسَ	م/ل	114	اقتبس	اقتبس	اقتبس	قتبس	5	سالم	صحيح
11563	قَبَصَ	ل/م	2	قبص	قبص	قبص	قبص	3	سالم	صحيح
11564	قَبِصَ	ل	4	قبص	قبص	قبص	قبص	3	سالم	صحيح
11565	قَبَّصَ	م	112	قبص	قبّص	قبص	قبص	4	مضعف	صحيح
11566	تَقَبَّصَ	ل	126	تقبص	تقبّص	تقبص	تقبص	5	مضعف	صحيح
11567	اِنْقَبَصَ	ل	119	انقبص	انقبص	انقبص	نقبص	5	سالم	صحيح
11568	اِقْتَبَصَ	م	114	اقتبص	اقتبص	اقتبص	قتبص	5	سالم	صحيح
11569	قَبَضَ	م/ل	2	قبض	قبض	قبض	قبض	3	سالم	صحيح
11570	قَبَّضَ	م	112	قبض	قبّض	قبض	قبض	4	مضعف	صحيح
11571	قابَضَ	م	109	قابض	قابض	قابض	قبض	4	سالم	صحيح
11572	أَقْبَضَ	م	102	أقبض	أقبض	ءقبض	قبض	4	مهموز	صحيح
11573	تَقَبَّضَ	ل	126	تقبض	تقبّض	تقبض	تقبض	5	مضعف	صحيح
11574	تَقابَضَ	ل	123	تقابض	تقابض	تقابض	تقبض	5	سالم	صحيح
11575	اِنْقَبَضَ	ل	119	انقبض	انقبض	انقبض	نقبض	5	سالم	صحيح
11576	اِقْتَبَضَ	م	114	اقتبض	اقتبض	اقتبض	قتبض	5	سالم	صحيح
11577	قَبَطَ	م	2	قبط	قبط	قبط	قبط	3	سالم	صحيح
11578	قَبَعَ	ل/م	3	قبع	قبع	قبع	قبع	3	سالم	صحيح
11579	اِنْقَبَعَ	ل	119	انقبع	انقبع	انقبع	نقبع	5	سالم	صحيح
11580	اِقْتَبَعَ	م	114	اقتبع	اقتبع	اقتبع	قتبع	5	سالم	صحيح
11581	قَبَلَ	ل/م	1	قبل	قبل	قبل	قبل	3	سالم	صحيح
11582	قَبُلَ	ل	7	قبل	قبل	قبل	قبل	3	سالم	صحيح
11583	قَبِلَ	ل/م	4	قبل	قبل	قبل	قبل	3	سالم	صحيح
11584	قَبَّلَ	م	112	قبل	قبّل	قبل	قبل	4	مضعف	صحيح
11585	قابَلَ	م	109	قابل	قابل	قابل	قبل	4	سالم	صحيح
11586	أَقْبَلَ	ل/م	102	أقبل	أقبل	ءقبل	قبل	4	مهموز	صحيح
11587	تَقَبَّلَ	ل/م	126	تقبل	تقبّل	تقبل	تقبل	5	مضعف	صحيح
11588	تَقابَلَ	ل	123	تقابل	تقابل	تقابل	تقبل	5	سالم	صحيح
11589	اِقْتَبَلَ	ل/م	114	اقتبل	اقتبل	اقتبل	قتبل	5	سالم	صحيح
11590	اِسْتَقْبَلَ	م	129	استقبل	استقبل	استقبل	ستقبل	6	سالم	صحيح
11591	قَبَنَ	ل	2	قبن	قبن	قبن	قبن	3	سالم	صحيح
11592	قَبَّنَ	م	112	قبن	قبّن	قبن	قبن	4	مضعف	صحيح
11593	أَقْبَنَ	ل	102	أقبن	أقبن	ءقبن	قبن	4	مهموز	صحيح
11594	قَبا	م	17	قبا	قبا	قبا	قب	3		ناقص واوي
11595	قَبَّى	م	113	قبى	قبّى	قبى	قب	4	مضعف	ناقص
11596	تَقَبَّى	ل/م	127	تقبى	تقبّى	تقبى	تقب	5	مضعف	ناقص
11597	اِنْقَبَى	ل	121	انقبى	انقبى	انقبى	نقب	5		ناقص
11598	قَتَبَ	م	1	قتب	قتب	قتب	قتب	3	سالم	صحيح
11599	قَتَّبَ	م	112	قتب	قتّب	قتب	قتب	4	مضعف	صحيح
11600	أَقْتَبَ	م/ل	102	أقتب	أقتب	ءقتب	قتب	4	مهموز	صحيح
11601	قَتَّ	م	1	قت	قتّ	قت	قت	3	مضعف	صحيح
11602	قَتَّتَ	م	112	قتت	قتّت	قتت	قت	4	مضعف	صحيح
11603	قَتِدَ	ل	4	قتد	قتد	قتد	قتد	3	سالم	صحيح
11604	قَتَّدَ	م	112	قتد	قتّد	قتد	قتد	4	مضعف	صحيح
11605	قَتَرَ	ل/م	1	قتر	قتر	قتر	قتر	3	سالم	صحيح
11606	قَتِرَ	ل	4	قتر	قتر	قتر	قتر	3	سالم	صحيح
11607	قَتَّرَ	ل/م	112	قتر	قتّر	قتر	قتر	4	مضعف	صحيح
11608	أَقْتَرَ	ل/م	102	أقتر	أقتر	ءقتر	قتر	4	مهموز	صحيح
11609	تَقَتَّرَ	ل/م	126	تقتر	تقتّر	تقتر	تقتر	5	مضعف	صحيح
11610	تَقاتَرَ	ل	123	تقاتر	تقاتر	تقاتر	تقتر	5	سالم	صحيح
11611	قَتَعَ	ل	3	قتع	قتع	قتع	قتع	3	سالم	صحيح
11612	قاتَعَ	م	109	قاتع	قاتع	قاتع	قتع	4	سالم	صحيح
11613	قَتَلَ	م	1	قتل	قتل	قتل	قتل	3	سالم	صحيح
11614	قَتَّلَ	م	112	قتل	قتّل	قتل	قتل	4	مضعف	صحيح
11615	قاتَلَ	م	109	قاتل	قاتل	قاتل	قتل	4	سالم	صحيح
11616	أَقْتَلَ	م	102	أقتل	أقتل	ءقتل	قتل	4	مهموز	صحيح
11617	تَقَتَّلَ	ل	126	تقتل	تقتّل	تقتل	تقتل	5	مضعف	صحيح
11618	تَقاتَلَ	ل	123	تقاتل	تقاتل	تقاتل	تقتل	5	سالم	صحيح
11619	اِقْتَتَلَ	ل/م	114	اقتتل	اقتتل	اقتتل	قتتل	5	سالم	صحيح
11620	اِسْتَقْتَلَ	ل	129	استقتل	استقتل	استقتل	ستقتل	6	سالم	صحيح
11621	قَتَمَ	ل	1	قتم	قتم	قتم	قتم	3	سالم	صحيح
11622	قَتِمَ	ل	4	قتم	قتم	قتم	قتم	3	سالم	صحيح
11623	أَقْتَمَ	ل	102	أقتم	أقتم	ءقتم	قتم	4	مهموز	صحيح
11624	قَتَنَ	ل	1	قتن	قتن	قتن	قتن	3	سالم	صحيح
11625	قَتُنَ	ل	7	قتن	قتن	قتن	قتن	3	سالم	صحيح
11626	أَقْتَنَ	ل	102	أقتن	أقتن	ءقتن	قتن	4	مهموز	صحيح
11627	قَتا	م	17	قتا	قتا	قتا	قت	3		ناقص واوي
11628	اِقْتَوَى	ل	116	اقتوى	اقتوى	اقتوى	قت	5		ناقص
11629	أَقْثَأَ	ل	102	أقثأ	أقثأ	ءقثء	قث	4	مهموز	صحيح
11630	قَثَّ	م	8	قث	قثّ	قث	قث	3	مضعف	صحيح
11631	اِقْتَثَّ	م	115	اقتث	اقتثّ	اقتث	قتث	5	مضعف	صحيح
11632	قَثَمَ	ل/م	1	قثم	قثم	قثم	قثم	3	سالم	صحيح
11633	اِقْتَثَمَ	م	114	اقتثم	اقتثم	اقتثم	قتثم	5	سالم	صحيح
11634	قَثا	ل/م	17	قثا	قثا	قثا	قث	3		ناقص واوي
11635	اِقْتَثَى	م	116	اقتثى	اقتثى	اقتثى	قتث	5		ناقص
11636	قَحَبَ	ل	1	قحب	قحب	قحب	قحب	3	سالم	صحيح
11637	قَحَّبَ	ل	112	قحب	قحّب	قحب	قحب	4	مضعف	صحيح
11638	قاحَبَ	ل	109	قاحب	قاحب	قاحب	قحب	4	سالم	صحيح
11639	تَقَحَّبَ	ل	126	تقحب	تقحّب	تقحب	تقحب	5	مضعف	صحيح
11640	قَحَّ	ل	8	قح	قحّ	قح	قح	3	مضعف	صحيح
11641	قَحَرَ	ل	3	قحر	قحر	قحر	قحر	3	سالم	صحيح
11642	قَحَزَ	ل/م	3	قحز	قحز	قحز	قحز	3	سالم	صحيح
11643	قَحَّزَ	م	112	قحز	قحّز	قحز	قحز	4	مضعف	صحيح
11644	قَحَطَ	ل	3	قحط	قحط	قحط	قحط	3	سالم	صحيح
11645	أَقْحَطَ	ل/م	102	أقحط	أقحط	ءقحط	قحط	4	مهموز	صحيح
11646	قَحَفَ	ل/م	3	قحف	قحف	قحف	قحف	3	سالم	صحيح
11647	قاحَفَ	م	109	قاحف	قاحف	قاحف	قحف	4	سالم	صحيح
11648	اِقْتَحَفَ	م	114	اقتحف	اقتحف	اقتحف	قتحف	5	سالم	صحيح
